Time,P1,P2,P3,H1,H2,H3,C1,C2,numHH,C_Emission,GDP,N_Emission,P1_sce2,P2_sce2,P3_sce2,H1_sce2,H2_sce2,H3_sce2,C1_sce2,C2_sce2,numHH_sce2,C_Emission_sce2,GDP_sce2,N_Emission_sce2
2053,4.384715712,12.88116294,1.129004946,3.842468031,0.430747201,3.429097138,2.885855918,1.228753051,99142.31018,48635205.78,12665.16031,4593738.018,4.384662855,12.85177726,1.131088845,3.842468031,0.430364853,3.427766937,2.878954994,1.226606282,103006.3102,50903645.51,13462.11042,4777511.838
2054,4.384714,12.87591924,1.12938415,3.842468031,0.430688586,3.428858282,2.88463441,1.228363657,99270.31018,48710322.87,12691.49701,4599830.777,4.384655688,12.8433106,1.131699891,3.842468031,0.430263622,3.427381007,2.876970181,1.225982528,103526.3102,51209000.94,13569.30413,4802249.733
2055,4.384711775,12.87068622,1.129762372,3.842468031,0.430629467,3.428619855,2.883414262,1.22797544,99435.31018,48807167.68,12725.47159,4607683.328,4.384647881,12.83480052,1.132314014,3.84E+00,0.430159853,3.426992615,2.87497423,1.225356117,104096.3102,51543658.45,13686.82328,4829365.233
2056,4.384708909,12.8654589,1.130139965,3.842468031,0.430569554,3.428382,2.882193222,1.227587902,99643.31018,48929318.02,12768.31903,4617581.607,4.38463944,12.82624172,1.132931513,3.84E+00,0.430053538,3.426601584,2.872965927,1.224726768,104712.3102,51905327.19,13813.83785,4858668.708
2057,4.384706041,12.86023098,1.130517499,3.842468031,0.430509074,3.428143863,2.880972753,1.227200654,99851.31018,49051470.09,12811.16628,4627479.943,4.384630835,12.81762835,1.133552813,3.84E+00,0.429944889,3.426207597,2.870945624,1.224094059,105336.3102,52271753.35,13942.49883,4888353.446
2058,4.384703172,12.85500248,1.130895102,3.842468031,0.430447898,3.427905367,2.879752636,1.226813556,100059.3102,49173622.27,12854.01372,4637378.321,4.38462223,12.80895936,1.134178257,3.84E+00,0.429833626,3.42581002,2.868913806,1.223457797,105960.3102,52638179.95,14071.15935,4918038.346
2059,4.384700303,12.84977333,1.131272796,3.842468031,0.430386005,3.427666472,2.878532836,1.226426592,100267.3102,49295774.56,12896.86135,4647276.739,4.384613625,1.28E+01,1.134807845,3.84E+00,0.429719705,3.425408885,2.866870487,1.222817973,106584.3102,53004606.98,14199.81942,4947723.408
2060,4.384697435,12.84454345,1.131650588,3.842468031,0.430323393,3.427427169,2.877313336,1.226039758,100475.3102,49417926.97,12939.70917,4657175.199,4.384605016,12.7914544,1.135441576,3.84E+00,0.429603095,3.425004182,2.864815708,1.222174597,107210.3102,53372176,14328.89392,4977503.421
2061,4.384694566,12.83931275,1.132028483,3.842468031,0.430260061,3.427187457,2.876094121,1.225653046,100683.3102,49540079.5,12982.55718,4667073.7,4.384595724,12.78261848,1.136079357,3.84E+00,0.429483453,3.424596338,2.862746905,1.221527638,107886.3102,53769111.36,14468.29006,5009661.771
2062,4.38469167,12.83408115,1.132406487,3.842468031,0.430195997,3.426947335,2.874875175,1.225266453,100896.3102,49665116.63,13026.44099,4677209.522,4.384586402,12.77372111,1.136721492,3.84E+00,0.429361202,3.424184875,2.860665343,1.220876919,108562.3102,54166073.84,14607.68312,5041820.579
2063,4.384688096,12.82884777,1.132784541,3.842468031,0.430130907,3.426707227,2.873653586,1.22487988,101156.3102,49817795.39,13080.02471,4689581.22,4.384577079,12.76476203,1.137368184,3.84E+00,0.429236113,3.423769597,2.858571094,1.220222252,109238.3102,54563036.81,14747.07567,5073979.571
2064,4.38468451,12.82360591,1.133163075,3.842468031,0.430065203,3.426466527,2.872430621,1.224493043,101416.3102,49970482.3,13133.60737,4701953.056,4.384567757,12.75574122,1.138019438,3.84E+00,0.42910813,3.423350462,2.856464204,1.219563656,109914.3102,54960000.27,14886.46772,5106138.746
2065,4.384680924,12.81835543,1.133542256,3.842468031,0.429998711,3.426225116,2.871206177,1.224105767,101676.3102,50123169.35,13187.19008,4714324.946,4.384558435,12.74665863,1.138675252,3.84E+00,0.428977219,3.42292746,2.854344725,1.218901145,110590.3102,55356964.22,15025.8593,5138298.106
2066,4.384677339,12.81309632,1.1339221,3.842468031,0.429931407,3.425982952,2.869980236,1.223718048,101936.3102,50275856.56,13240.77283,4726696.889,4.384549113,12.73751421,1.139335624,3.84E+00,0.428843346,3.422500586,2.852212711,1.218234734,111266.3102,55753928.67,15165.2504,5170457.65
2067,4.384673753,12.8078285,1.134302612,3.842468031,0.429863284,3.425740027,2.868752793,1.223329884,102196.3102,50428543.91,13294.35563,4739068.885,4.384539791,12.72830793,1.14000055,3.84E+00,0.428706481,3.422069837,2.850068212,1.217564438,111942.3102,56150893.62,15304.64106,5202617.38
2068,4.384670167,12.80255194,1.134683795,3.842468031,0.429794341,3.425496337,2.867523846,1.222941273,102456.3102,50581231.42,13347.93847,4751440.936,4.384530469,12.71903972,1.140670027,3.84E+00,0.42856659,3.42163521,2.847911284,1.216890272,112618.3102,56547859.07,15444.03127,5234777.297
2069,4.384666581,12.79726657,1.135065651,3.842468031,0.429724574,3.425251882,2.86629339,1.222552213,102716.3102,50733919.07,13401.52137,4763813.041,4.384521147,12.70970956,1.14134405,3.84E+00,0.428423644,3.421196705,2.845741978,1.216212252,113294.3102,56944825.03,15583.42106,5266937.402
2070,4.384662995,12.79197235,1.135448183,3.842468031,0.429653982,3.425006662,2.865061421,1.222162703,102976.3102,50886606.88,13455.10432,4776185.2,4.384511368,12.70031793,1.142022551,3.84E+00,0.428277329,3.420754506,2.843558813,1.215530415,114007.3102,57363458.31,15730.45293,5300856.934
2071,4.38465941,12.78666921,1.135831393,3.842468031,0.429582563,3.424760676,2.863827937,1.221772742,103236.3102,51039294.83,13508.68731,4788557.413,4.384501329,12.69086023,1.142705665,3.84E+00,0.428128003,3.420308779,2.841361286,1.21484452,114735.3102,57790959.58,15880.57617,5335490.741
2072,4.384655824,12.78135713,1.136215284,3.842468031,0.429510314,3.424513923,2.862592933,1.221382327,103496.3102,51191982.94,13562.27036,4800929.68,4.38449129,12.68133444,1.143393708,3.84E+00,0.42797546,3.419858897,2.839150235,1.214154443,115463.3102,58218461.4,16030.69893,5370124.757
2073,4.384652238,12.77603603,1.136599857,3.842468031,0.429437234,3.424266403,2.861356406,1.220991457,103756.3102,51344671.2,13615.85346,4813302.002,4.384481251,12.67174061,1.144086706,3.84E+00,0.42781964,3.419404861,2.836925686,1.213460148,116191.3102,58645963.79,16180.82121,5404758.983
2074,4.384648652,12.77070587,1.136985115,3.842468031,0.429363319,3.424018114,2.860118353,1.220600132,104016.3102,51497359.61,13669.4366,4825674.379,4.384471212,12.66207868,1.144784657,3.84E+00,0.427660504,3.418946666,2.834687695,1.212761652,116919.3102,59073466.75,16330.94302,5439393.42
2075,4.384645066,12.76536661,1.13737106,3.842468031,0.429288568,3.423769057,2.858878771,1.220208349,104276.3102,51650048.18,13723.0198,4838046.81,4.384461172,12.65234861,1.145487556,3.84E+00,0.427498019,3.418484313,2.832436325,1.212058971,117647.3102,59500970.27,16481.06439,5474028.068
2076,4.384641481,12.76001819,1.137757695,3.842468031,0.429212978,3.423519232,2.857637658,1.219816106,104536.3102,51802736.9,13776.60305,4850419.296,4.38445058,12.64224239,1.146214139,3.84E+00,0.427320466,3.418001573,2.83011472,1.211328735,118419.3102,59954251.67,16640.23759,5510755.156
2077,4.384637895,12.75466056,1.138145021,3.842468031,0.429136548,3.423268637,2.856395009,1.219423404,104796.3102,51955425.77,13830.18635,4862791.837,4.384439824,12.63192313,1.146958522,3.84E+00,0.427143689,3.417510382,2.82773215,1.210586453,119199.3102,60412290.76,16801.08464,5547863.609
2078,4.384634309,12.74929368,1.138533041,3.842468031,0.429059275,3.423017273,2.855150824,1.21903024,105056.3102,52108114.79,13883.76971,4875164.433,4.384428941,12.62152976,1.14770925,3.84E+00,0.426962687,3.417013876,2.825334354,1.209838593,119992.3102,60877904.93,16964.61939,5585590.028
2079,4.384630723,12.74391749,1.138921755,3.842468031,0.428981158,3.422765139,2.853905099,1.218636614,105316.3102,52260803.97,13937.35312,4887537.084,4.384417469,12.6110605,1.148465307,3.84E+00,0.426777735,3.416513304,2.822918992,1.209086126,120824.3102,61366479.42,17136.20013,5625172.336
2080,4.384627137,12.73853196,1.139311168,3.842468031,0.428902193,3.422512236,2.852657832,1.218242523,105576.3102,52413493.3,13990.93658,4899909.791,4.384405996,12.60051003,1.149227108,3.84E+00,0.426588901,3.41600802,2.820488096,1.208328797,121656.3102,61855054.92,17307.78023,5664754.906
2081,4.384623551,12.73313703,1.139701279,3.842468031,0.428822379,3.422258563,2.85140902,1.217847968,105836.3102,52566182.79,14044.52009,4912282.553,4.384394523,12.58987834,1.149994726,3.84E+00,0.426396073,3.415497945,2.818041579,1.207566563,122488.3102,62343631.11,17479.35984,5704337.736
2082,4.384619966,12.72773265,1.140092092,3.842468031,0.428741715,3.42200412,2.850158663,1.217452946,106096.3102,52718872.43,14098.10366,4924655.37,4.38438305,12.57916539,1.150768164,3.84E+00,0.426199199,3.414983063,2.815579512,1.206799439,123320.3102,62832207.99,17650.93896,5743920.827
2083,4.38461638,12.72231879,1.140483608,3.842468031,0.428660196,3.421748908,2.848906757,1.217057458,106356.3102,52871562.23,14151.68728,4937028.243,4.384371577,12.56837108,1.151547415,3.84E+00,0.425998235,3.414463377,2.813101976,1.206027446,124152.3102,63320785.58,17822.51763,5783504.18
2084,4.384612794,12.71689539,1.140875829,3.842468031,0.428577823,3.421492926,2.8476533,1.2166615,106616.3102,53024252.18,14205.27096,4949401.172,4.384360104,12.55749534,1.152332471,3.84E+00,0.425793142,3.413938897,2.810609052,1.205250605,124984.3102,63809363.86,17994.09586,5823087.797
2085,4.384609208,12.71146242,1.141268756,3.842468031,0.428494592,3.421236174,2.846398292,1.216265074,106876.3102,53176942.29,14258.8547,4961774.156,4.384348631,12.54653809,1.153123323,3.84E+00,0.42558388,3.413409636,2.808100824,1.204468938,125816.3102,64297942.86,18165.67367,5862671.678
2086,4.384605622,12.70601981,1.141662392,3.842468031,0.428410502,3.420978653,2.84514173,1.215868177,107136.3102,53329632.56,14312.43849,4974147.197,4.384336729,12.53549986,1.153919891,3.84E+00,0.42537013,3.412875812,2.805575937,1.203682492,126683.3102,64807015.21,18344.48072,5903920.029
2087,4.384601483,12.70056764,1.142056704,3.842468031,0.428325215,3.420720556,2.843881585,1.215470765,107440.3102,53508100.22,14375.10975,4988612.485,4.384324289,12.52425477,1.154731124,3.84E+00,0.42514545,3.412320846,2.803013545,1.202881177,127589.3102,65338989.3,18531.30639,5947023.755
2088,4.38459718,12.69509938,1.14245192,3.842468031,0.428239183,3.420461944,2.842617734,1.21507255,107752.3102,53691325.14,14439.42777,5003458.963,4.384311382,12.51257549,1.155568927,3.84E+00,0.424912337,3.411766153,2.800354911,1.202051668,128525.3102,65888639.81,18724.34199,5991555.4
2089,4.384592878,12.68961383,1.142848393,3.842468031,0.428152178,3.420202163,2.841350631,1.214673338,108064.3102,53874550.24,14503.74573,5018305.511,4.384298475,12.50080219,1.156417516,3.84E+00,0.424676119,3.411194918,2.797671981,1.201217033,129461.3102,66438291.15,18917.3792,6036087.361
2090,4.384588575,12.68411099,1.143246125,3.842468031,0.428064184,3.419941257,2.840080261,1.214273112,108376.3102,54057775.54,14568.06361,5033152.129,4.384285567,12.48893514,1.157272961,3.84E+00,0.424434877,3.410618542,2.794971241,1.200376414,130397.3102,66987943.35,19110.41594,6080619.639
2091,4.384584272,12.67859088,1.143645115,3.842468031,0.427975195,3.419679221,2.838806632,1.213871873,108688.3102,54241001.04,14632.38142,5047998.818,4.38427266,12.47697351,1.158135058,3.84E+00,0.424188696,3.410036776,2.792253153,1.199530287,131333.3102,67537596.38,19303.45227,6125152.235
2092,4.384579969,12.67305346,1.144045362,3.842468031,0.427885206,3.419416057,2.837529752,1.213469625,109000.3102,54424226.73,14696.69918,5062845.576,4.384259753,12.4649171,1.15900378,3.84E+00,0.42393756,3.409449665,2.78951787,1.198678695,132269.3102,68087250.27,19496.48819,6169685.151
2093,4.384575666,12.66749874,1.144446867,3.842468031,0.427794212,3.419151766,2.836249632,1.21306637,109312.3102,54607452.61,14761.01687,5077692.404,4.384246279,12.45276642,1.159879046,3.84E+00,0.423681079,3.408857501,2.786763456,1.197821647,133250.3102,68663269.85,19698.81769,6216358.315
2094,4.384571363,12.66192671,1.144849628,3.842468031,0.42770221,3.418886348,2.834966281,1.21266211,109624.3102,54790678.69,14825.3345,5092539.303,4.384232655,12.44051628,1.160760984,3.84E+00,0.423419689,3.408260385,2.783990303,1.19695897,134238.3102,69243460.29,19902.58718,6263365.417
2095,4.38456706,12.65633735,1.145253643,3.842468031,0.427609195,3.418619805,2.833679709,1.212256849,109936.3102,54973904.97,14889.65207,5107386.273,4.384218931,12.42812019,1.161651303,3.84E+00,0.423150073,3.407650998,2.781196304,1.196089539,135237.3102,69830052.18,20108.60704,6310895.505
2096,4.384562757,12.65073066,1.145658912,3.842468031,0.427515163,3.418352138,2.832389925,1.211850588,110248.3102,55157131.44,14953.96959,5122233.314,4.384204592,12.41521129,1.162577491,3.84E+00,0.422864931,3.407025724,2.778290834,1.195179755,136277.3102,70440778.61,20323.09388,6360376.852
2097,4.384558454,12.64510662,1.146065435,3.842468031,0.42742011,3.418083349,2.831096939,1.21144333,110560.3102,55340358.11,15018.28706,5137080.425,4.384190251,12.40217271,1.16351483,3.84E+00,0.422576968,3.406388657,2.775354232,1.194266513,137317.3102,71051506.77,20537.58917,6409858.585
2098,4.384554151,12.63946522,1.146473209,3.842468031,0.427324031,3.417813439,2.829800761,1.211035077,110872.3102,55523584.98,15082.60447,5151927.608,4.38417591,12.38902691,1.164459902,3.84E+00,0.422283243,3.405745692,2.772398301,1.193346727,138357.3102,71662235.94,20752.08406,6459340.698
2099,4.384549849,12.63380646,1.146882233,3.842468031,0.427226923,3.41754241,2.8285014,1.210625834,111184.3102,55706812.05,15146.92183,5166774.862,4.38416114,12.37577365,1.165412302,3.84E+00,0.421983408,3.405097199,2.769422048,1.192420894,139432.3102,72293458.99,20973.80829,6510487.484
2100,4.384545546,12.62813032,1.147292508,3.842468031,0.427128781,3.417270264,2.827198867,1.210215601,111496.3102,55890039.31,15211.23915,5181622.188,4.384146082,12.3624089,1.166372136,3.84E+00,0.421677778,3.404443332,2.766424972,1.191488822,140524.3102,72934725.17,21199.03687,6562443.966
2101,4.384541243,12.62243679,1.147704031,3.842468031,0.427029601,3.416997001,2.825893171,1.209804381,111808.3102,56073266.78,15275.55642,5196469.585,4.384131024,12.34893017,1.167339673,3.84E+00,0.421366168,3.403783587,2.763408149,1.19055043,141616.3102,73575992.45,21424.26509,6614400.861
2102,4.38453694,12.61672586,1.148116801,3.842468031,0.42692938,3.416722625,2.824584322,1.209392177,112120.3102,56256494.44,15339.87365,5211317.055,4.384115537,12.33508902,1.168329498,3.84E+00,0.421038708,3.403105046,2.760330524,1.189586136,142743.3102,74237753.74,21656.6854,6668022.482
2103,4.384532637,12.61099752,1.148530818,3.842468031,0.426828112,3.416447136,2.82327233,1.208978992,112432.3102,56439722.3,15404.19084,5226164.596,4.384099762,12.32089019,1.169346014,3.84E+00,0.420702228,3.402411989,2.757165195,1.18860223,143887.3102,74909558.29,21892.63978,6722453.846
2104,4.384528334,12.60525176,1.14894608,3.842468031,0.426725795,3.416170537,2.821957204,1.208564828,112744.3102,56622950.37,15468.50799,5241012.209,4.384083987,12.30657019,1.170372361,3.84E+00,0.420360134,3.401710155,2.75397879,1.187610725,145032.3102,75581931.55,22128.8018,6776933.023
2105,4.384524031,12.59948856,1.149362586,3.842468031,0.426622424,3.41589283,2.820638955,1.208149688,113056.3102,56806178.63,15532.8251,5255859.895,4.384067535,12.29212926,1.17140669,3.84E+00,0.420011031,3.401003064,2.75076931,1.186612472,146228.3102,76284233.75,22375.49383,6833838.514
2106,4.384519728,12.59370792,1.149780334,3.842468031,0.426517996,3.415614018,2.819317593,1.207733574,113368.3102,56989407.1,15597.14218,5270707.653,4.384051044,12.2775617,1.172449285,3.84E+00,0.419655351,3.400290055,2.747538298,1.185607421,147424.3102,76986577.03,22622.18213,6890744.903
2107,4.384515024,12.58791022,1.150199264,3.842468031,0.42641223,3.415334292,2.817991766,1.207316496,113713.3102,57191954.01,15668.27594,5287124.54,4.384034465,12.2628272,1.173501304,3.84E+00,0.419290311,3.399565529,2.744284167,1.184594783,148630.3102,77694735.3,22870.91477,6948126.869
2108,4.384510004,12.58209012,1.150619601,3.842468031,0.426305417,3.415053685,2.81666035,1.206898124,114077.3102,57405717.49,15743.3271,5304445.875,4.384017259,12.24753479,1.174591811,3.84E+00,0.418905747,3.398821863,2.740914645,1.183539693,149878.3102,78427615.25,23128.31928,7007507.903
2109,4.384504984,12.57624492,1.151041664,3.842468031,0.426197437,3.414771694,2.815324171,1.206478307,114441.3102,57619481.22,15818.3781,5321767.298,4.38400005,12.23208059,1.175695181,3.84E+00,0.418516576,3.398066507,2.737509653,1.182480117,151126.3102,79160497.64,23385.73422,7066889.464
2110,4.384499964,12.57037472,1.151465509,3.842468031,0.426088248,3.414488244,2.813983228,1.206056991,114805.3102,57833245.19,15893.42895,5339088.808,4.383982288,12.21649278,1.176807697,3.84E+00,0.418119504,3.397304793,2.734080585,1.181412934,152418.3102,79919159.42,23652.23654,7128364.063
2111,4.384494944,12.56447955,1.151891132,3.842468031,0.425977837,3.414203333,2.812637538,1.205634183,115169.3102,58047009.4,15968.47966,5356410.407,4.383964362,12.20076581,1.17792908,3.84E+00,0.417714995,3.396537286,2.730628155,1.180338388,153718.3102,80682579.88,23920.38553,7190220.406
2112,4.384489924,12.55855943,1.152318532,3.842468031,0.425866198,3.413916961,2.811287123,1.205209888,115533.3102,58260773.85,16043.53024,5373732.094,4.383946159,12.18475139,1.179070106,3.84E+00,0.417295208,3.395746432,2.727129055,1.179244122,155042.3102,81460035.51,24193.45796,7253218.404
2113,4.384484904,12.55261438,1.152747705,3.842468031,0.425753325,3.413629133,2.809932004,1.204784111,115897.3102,58474538.56,16118.58067,5391053.869,4.383927517,12.16823672,1.180241131,3.84E+00,0.416860829,3.394953172,2.723527613,1.178120577,156394.3102,82253994.27,24472.33208,7317549.62
2114,4.384479884,12.54664442,1.153178645,3.842468031,0.425639212,3.413339851,2.808572203,1.20435686,116261.3102,58688303.5,16193.63098,5408375.733,4.383908847,12.15157385,1.181425917,3.84E+00,0.416419534,3.39414239,2.719896608,1.1769896,157751.3102,83050839.16,24752.24385,7382118.752
2115,4.384474864,12.54064958,1.15361135,3.842468031,0.425523852,3.41304912,2.80720774,1.20392814,116625.3102,58902068.69,16268.68115,5425697.687,4.383889499,12.13476332,1.182620309,3.84E+00,0.415969304,3.393325781,2.716239565,1.175850512,159155.3102,83875328.46,25041.8555,7448924.849
2116,4.384469844,12.53462987,1.154045816,3.842468031,0.425407242,3.412756943,2.805838638,1.203497957,116989.3102,59115834.13,16343.7312,5443019.729,4.383869986,12.11772312,1.183828549,3.84E+00,0.415505319,3.392489671,2.712550948,1.174700247,160574.3102,84708576.36,25334.53708,7516444.634
2117,4.384464824,12.52858531,1.154482038,3.84E+00,0.425289373,3.412463325,2.804464916,1.203066317,117353.3102,59329599.82,16418.78113,5460341.861,4.38384991,12.10010955,1.185074219,3.84E+00,0.415023479,3.391647494,2.708745079,1.173507874,162030.3102,85563612.33,25634.86833,7585725.895
2118,4.384459804,12.52251592,1.154920012,3.84E+00,0.425170242,3.41216827,2.803086597,1.202633226,117717.3102,59543365.76,16493.83094,5477664.082,4.383829833,12.08231852,1.186333877,3.84E+00,0.41453358,3.390788308,2.704905284,1.172310672,163486.3102,86418650.21,25935.20649,7655007.828
2119,4.384454784,12.51642172,1.155359736,3.84E+00,0.425049843,3.411871782,2.8017037,1.20219869,118081.3102,59757131.94,16568.88064,5494986.393,4.383809314,12.06436622,1.187603963,3.84E+00,0.414034047,3.389922443,2.70103984,1.171104972,164978.3102,87294770.34,26242.9809,7726002.465
2120,4.384449764,12.51030272,1.155801204,3.84E+00,0.424928169,3.411573865,2.800316247,1.201762714,118445.3102,59970898.37,16643.93023,5512308.795,4.383788175,12.04605146,1.188896769,3.84E+00,0.413516913,3.38903684,2.697116181,1.169874245,166515.3102,88197317.35,26560.00669,7799138.636
2121,4.384444744,12.50415893,1.156244413,3.84E+00,0.424805216,3.411274525,2.798924259,1.201325304,118809.3102,60184665.06,16718.9797,5529631.287,4.383766664,12.02724714,1.190220535,3.84E+00,0.412982628,3.388141174,2.693092916,1.168618047,168075.3102,89113431.94,26881.80638,7873370.382
2122,4.384439724,12.49799038,1.156689359,3.84E+00,0.424680978,3.410973764,2.797527755,1.200886466,119173.3102,60398431.99,16794.02908,5546953.869,4.383745154,12.00826794,1.19155812,3.84E+00,0.41244008,3.387232614,2.689040522,1.167352526,169635.3102,90029548.5,27203.60736,7947602.881
2123,4.384434704,12.49179708,1.157136039,3.84E+00,0.42455545,3.410671589,2.796126758,1.200446206,119537.3102,60612199.18,16869.07835,5564276.542,4.383723182,11.98907986,1.192907008,3.84E+00,0.411885214,3.386314503,2.684960153,1.1660776,171236.3102,90969625.85,27533.85744,8023785.474
2124,4.384429516,12.48557924,1.157584444,3.84E+00,0.42442841,3.410368058,2.794720952,1.200004512,119917.3102,60835302.57,16947.43492,5582359.774,4.383700242,11.9692611,1.194297695,3.84E+00,0.411304866,3.385375677,2.680758751,1.164757312,172900.3102,91946816.32,27877.10825,8102967.322
2125,4.38442378,12.47933454,1.158034545,3.84E+00,0.424300033,3.410063512,2.793307573,1.199561274,120333.3102,61079605.02,17033.21826,5602156.157,4.383677298,11.94921896,1.195703894,3.84E+00,0.410716341,3.384426624,2.676515573,1.163430583,174564.3102,9.29E+07,28220.37247,8182150.029
2126,4.384418043,12.47305749,1.158486822,3.84E+00,0.424170245,3.409757367,2.791888223,1.199116145,120749.3102,61323907.88,17119.00131,5621952.648,4.383654336,11.92898078,1.197121751,3.84E+00,0.410116781,3.383470961,2.672245858,1.162094216,176232.3102,9.39E+07,28564.45242,8261523.384
2127,4.384412306,12.46674823,1.158941352,3.84E+00,0.424038999,3.409449473,2.790462793,1.198669093,121165.3102,61568211.02,17204.78416,5641749.247,4.383630152,11.90809476,1.198580058,3.84E+00,0.409487951,3.382489121,2.66786245,1.160714281,177991.3102,9.49E+07,28927.30487,8345226.769
2128,4.384406569,12.46040682,1.159398137,3.84E+00,0.423906276,3.409139819,2.78903131,1.198220122,121581.3102,61812514.47,17290.56682,5661545.954,4.383605774,11.88694891,1.200056506,3.84E+00,0.408850917,3.381500403,2.663426521,1.159324976,179759.3102,9.60E+07,29292.03293,8429360.027
2129,4.384400832,12.4540333,1.159857171,3.84E+00,0.423772068,3.408828408,2.787593806,1.19776924,121997.3102,62056818.22,17376.34929,5681342.768,4.383581283,11.86554551,1.201547469,3.84E+00,0.408198382,3.380496721,2.658959366,1.157923977,181539.3102,9.70E+07,29659.21523,8514064.518
2130,4.384395095,12.44762772,1.160318448,3.84E+00,0.423636368,3.408515248,2.786150314,1.197316456,122413.3102,62301122.26,17462.13157,5701139.692,4.383556036,11.84349091,1.20308075,3.84E+00,0.407520444,3.379480639,2.654369938,1.156476433,183374.3102,9.81E+07,30037.76358,8601386.697
2131,4.384389357,12.44119013,1.160781961,3.84E+00,0.423499168,3.408200345,2.784700865,1.19686178,122829.3102,62545426.6,17547.91367,5720936.724,4.383530225,11.82119805,1.204629564,3.84E+00,0.406831609,3.378453058,2.649738454,1.155022622,185246.3102,9.92E+07,30423.95641,8690470.878
2132,4.38438362,12.43472055,1.161247702,3.84E+00,0.423360461,3.407883707,2.78324549,1.19640522,123245.3102,62789731.25,17633.6956,5740733.865,4.38350404,11.79846647,1.206204655,3.84E+00,0.40612107,3.377406497,2.645043968,1.153540131,187149.3102,1.00E+08,30816.51387,8781030.377
2133,4.384377883,12.42821905,1.161715666,3.84E+00,0.423220241,3.407565339,2.781784223,1.195946785,123661.3102,63034036.19,17719.47735,5760531.116,4.383477512,11.77520392,1.2078126,3.84E+00,0.405389469,3.37635082,2.640249342,1.152031176,189073.3102,1.01E+08,31213.43556,8872590.715
2134,4.384372146,12.42168565,1.162185847,3.84E+00,0.4230785,3.407245251,2.780317093,1.195486484,124077.3102,63278341.44,17805.25894,5780328.476,4.383450298,11.75169434,1.209435522,3.84E+00,0.40464498,3.375284191,2.635421167,1.150511227,191054.3102,1.03E+08,31622.11362,8966862.897
2135,4.384366409,12.41512039,1.162658236,3.84E+00,0.422935233,3.406923449,2.778844133,1.195024326,124493.3102,63522646.99,17891.04037,5800125.946,4.383422343,11.72748641,1.211102231,3.84E+00,0.403869541,3.374196003,2.630473217,1.148943947,193082.3102,1.04E+08,32040.48407,9063373.616
2136,4.384360672,12.40852331,1.163132829,3.84E+00,0.422790431,3.406599941,2.777365373,1.194560319,124909.3102,63766952.85,17976.82165,5819923.527,4.383394381,11.70299301,1.212786762,3.84E+00,0.403082921,3.373102187,2.625477629,1.147367701,195110.3102,1.05E+08,32458.87275,9159885.561
2137,4.384354935,12.40189446,1.163609617,3.84E+00,0.422644089,3.406274735,2.775880844,1.194094472,125325.3102,64011259.01,18062.60277,5839721.218,4.383365341,11.67791171,1.214505522,3.84E+00,0.402267012,3.37198749,2.620394837,1.145754253,197224.3102,1.06E+08,32894.98241,9260489.287
2138,4.384349198,12.39523386,1.164088596,3.84E+00,0.4224962,3.405947839,2.774390578,1.193626793,125741.3102,64255565.48,18148.38375,5859519.02,4.383335945,11.65239291,1.21625192,3.84E+00,0.401435223,3.370868316,2.615227996,1.144120345,199356.3102,1.07E+08,33334.83619,9361951.998
2139,4.384343399,12.38854156,1.16456976,3.84E+00,0.422346704,3.405619264,2.772894578,1.193157289,126165.3102,64504512.87,18235.82012,5879696.898,4.383306121,11.62635215,1.218028623,3.84E+00,0.40057761,3.369729703,2.609991192,1.142454051,201523.3102,1.09E+08,33781.87985,9465080.688
2140,4.38433695,12.3818167,1.16505304,3.84E+00,0.422195317,3.405289476,2.771389757,1.192685844,126633.3102,6.48E+07,18332.33552,5901968.519,4.383275428,11.59977968,1.219838022,3.84E+00,0.399697514,3.36858469,2.604655953,1.140761858,203753.3102,1.10E+08,34241.96541,9571208.31
2141,4.384330496,12.37505277,1.16553889,3.84E+00,0.42204237,3.404957837,2.769877738,1.192212169,127101.3102,6.51E+07,18428.85018,5924240.296,4.383244197,11.57269308,1.221677225,3.84E+00,0.398793221,3.36742158,2.599251367,1.139038037,206022.3102,1.11E+08,34710.06264,9679193.004
2142,4.384324042,12.36824974,1.166027432,3.84E+00,0.421887699,3.404624219,2.76835845,1.191736173,127569.3102,6.53E+07,18525.36459,5946512.202,4.383212613,11.5450365,1.22355024,3.84E+00,0.397864836,3.366253774,2.593747721,1.13728646,208316.3102,1.13E+08,35183.35646,9788368.746
2143,4.384317588,12.36140769,1.16651867,3.84E+00,0.421731275,3.404288584,2.766831938,1.191257869,128037.3102,6.56E+07,18621.87878,5968784.237,4.383179903,11.51681253,1.225455803,3.84E+00,0.396909368,3.365067796,2.588165366,1.135500346,210693.3102,1.14E+08,35673.74619,9901495.159
2144,4.384311134,12.35452667,1.167012594,3.84E+00,0.421573089,3.403950939,2.765298249,1.190777268,128505.3102,6.59E+07,18718.39274,5991056.402,4.383146923,11.48804572,1.227393741,3.84E+00,0.395931414,3.36387912,2.582488528,1.133688046,213085.3102,1.16E+08,36167.26517,10015337.58
2145,4.384304679,12.34760676,1.167509195,3.84E+00,0.421413132,3.403611294,2.763757425,1.190294384,128973.3102,6.62E+07,18814.90649,6013328.698,4.383113086,11.45860093,1.229370286,3.84E+00,0.394920899,3.362670568,2.576718586,1.131834575,215547.3102,1.17E+08,36675.20236,10132511.11
