"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Cabo Verde","Total renewable surface water (10^9 m3/yr)",1962,0.181,"E",,1967,0.181,"E",,1972,0.181,"E",,1977,0.181,"E",,1982,0.181,"E",,1987,0.181,"E",,1992,0.181,"E",,1997,0.181,"E",,2002,0.181,"E",,2007,0.181,"E",,2012,0.181,"E",,2017,0.181,"E",,,,"",
"Cabo Verde","Total renewable groundwater (10^9 m3/yr)",1962,0.124,"E",,1967,0.124,"E",,1972,0.124,"E",,1977,0.124,"E",,1982,0.124,"E",,1987,0.124,"E",,1992,0.124,"E",,1997,0.124,"E",,2002,0.124,"E",,2007,0.124,"E",,2012,0.124,"E",,2017,0.124,"E",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Cambodia","Total renewable surface water (10^9 m3/yr)",1962,471.5,"E",,1967,471.5,"E",,1972,471.5,"E",,1977,471.5,"E",,1982,471.5,"E",,1987,471.5,"E",,1992,471.5,"E",,1997,471.5,"E",,2002,471.5,"E",,2007,471.5,"E",,2012,471.5,"E",,2017,471.5,"E",,,,"",
"Cambodia","Total renewable groundwater (10^9 m3/yr)",1962,17.6,"E",,1967,17.6,"E",,1972,17.6,"E",,1977,17.6,"E",,1982,17.6,"E",,1987,17.6,"E",,1992,17.6,"E",,1997,17.6,"E",,2002,17.6,"E",,2007,17.6,"E",,2012,17.6,"E",,2017,17.6,"E",,,,"",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,,,"2018-2022",,
"Cameroon","Total renewable surface water (10^9 m3/yr)",1962,278.15,"E",,1967,278.15,"E",,1972,278.15,"E",,1977,278.15,"E",,1982,278.15,"E",,1987,278.15,"E",,1992,278.15,"E",,1997,278.15,"E",,2002,278.15,"E",,2007,278.15,"E",,2012,278.15,"E",,2017,278.15,"E",,,,"",
